ID;Operation Type;Operation Date;Result;Valid;ECU ID;ECU;VIN;VAN;PIC;Archetype ID;tipo;Station Zone;Station;Plant;err_description;error_code;ecu_data_package_version;error_code;AN;VP;VCB;PAIS;GAMMA;CABINA;POWER;AXLES;TIPO AXLE;VERSION;TIPO VERSION;WHEELBASE;SUSPENSION;TIPO SUSPENSION;HANDRIVE;GEARBOX;MT;040 TWIN;RT;BRAKES;FDP;0;1;2;3;5;6;OK
12801114;ECU_COMPONENT_TEST;15/05/2020 6:59;NOK (20);1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMM62AUZ0C430979;V11758571;AA7BB4D1000058;5802713010;S-WAY DIESEL;MADRID - ATS SENSOR TEST;EOL-3051;Madrid;0;;;;11758571;AA7BB4D1000058;AA7BB4D1;GERMANY;A;AS-SX;480 C11;4X2;1;LOW TR;2;3800;FP;2;SX;12TX 2210 TD;18-20T;NO ADD;SR;DIS-DIS;AF4T;1;;;;;;
12801132;ECU_COMPONENT_TEST;15/05/2020 6:40;NOK (20);1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMM62AUZ0C430619;V11751770;AA7BB3D1000029;5802713010;S-WAY DIESEL;MADRID - ATS SENSOR TEST;EOL-3033;Madrid;1;;;;11751770;AA7BB3D1000029;AA7BB3D1;TURKEY;A;AS-SX;480 C11;4X2;1;LOW TR;2;3650;FP;2;SX;12TX 2210 TD;18-20T;NO ADD;SR;DIS-DIS;AF4T;;1;;;;;
12801148;ECU_COMPONENT_TEST;15/05/2020 7:01;NOK (20);1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMM62AUZ0C430979;V11758571;AA7BB4D1000058;5802713010;S-WAY DIESEL;MADRID - ATS SENSOR TEST;EOL-3051;Madrid;0;;;;11758571;AA7BB4D1000058;AA7BB4D1;GERMANY;A;AS-SX;480 C11;4X2;1;LOW TR;2;3800;FP;2;SX;12TX 2210 TD;18-20T;NO ADD;SR;DIS-DIS;AF4T;1;;;;;;
12801203;ECU_COMPONENT_TEST;15/05/2020 7:03;OK;1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMM62AUZ0C430619;V11751770;AA7BB3D1000029;5802713010;S-WAY DIESEL;MADRID - ATS SENSOR TEST;EOL-3033;Madrid;7;;;;11751770;AA7BB3D1000029;AA7BB3D1;TURKEY;A;AS-SX;480 C11;4X2;1;LOW TR;2;3650;FP;2;SX;12TX 2210 TD;18-20T;NO ADD;SR;DIS-DIS;AF4T;;;;;;;1
12801216;ECU_COMPONENT_TEST;15/05/2020 7:04;OK;1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMM62AUZ0C430979;V11758571;AA7BB4D1000058;5802713010;S-WAY DIESEL;MADRID - ATS SENSOR TEST;EOL-3051;Madrid;7;;;;11758571;AA7BB4D1000058;AA7BB4D1;GERMANY;A;AS-SX;480 C11;4X2;1;LOW TR;2;3800;FP;2;SX;12TX 2210 TD;18-20T;NO ADD;SR;DIS-DIS;AF4T;;;;;;;1
12801253;ECU_COMPONENT_TEST;15/05/2020 7:08;NOK (20);1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMM62AWZ0C430860;V11758438;AA9AA4D1000159;5802713010;S-WAY DIESEL;MADRID - ATS SENSOR TEST;EOL-3051;Madrid;1;;;;11758438;AA9AA4D1000159;AA9AA4D1;SPAIN;A;AS-SX;570 C13;4X2;1;TRATTOR;1;3800;P;1;SX;12TX 2620 TD;18-20T;NO ADD;SR;DIS-DIS;AF4T;;1;;;;;
12801333;ECU_COMPONENT_TEST;15/05/2020 7:11;OK;1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMMG2ATZ0C430928;V11737925;CA4AA3D1000328;5802713014;S-WAY NP;MADRID - ATS SENSOR TEST;EOL-3033;Madrid;7;;;;11737925;CA4AA3D1000328;CA4AA3D1;FRANCE;C;AS-SX;460C13G;4X2;1;TRATTOR;1;3800;P;1;SX;12TX 2010 TO;18-20T;NO ADD;SR;DIS-DIS;AG4T;;;;;;;1
12801452;ECU_COMPONENT_TEST;15/05/2020 7:29;NOK (20);1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMMG2ATZ0C430945;V11750746;CA4AA3D1000452;5802713014;S-WAY NP;MADRID - ATS SENSOR TEST;EOL-3031;Madrid;6;;;;11750746;CA4AA3D1000452;CA4AA3D1;SPAIN;C;AS-SX;460C13G;4X2;1;TRATTOR;1;3800;P;1;SX;12TX 2010 TO;18-20T;NO ADD;SR;DIS-DIS;AG4T;;;;;;1;
12801458;ECU_COMPONENT_TEST;15/05/2020 7:36;NOK (20);1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMMG2ATZ0C430945;V11750746;CA4AA3D1000452;5802713014;S-WAY NP;MADRID - ATS SENSOR TEST;EOL-3031;Madrid;1;;;;11750746;CA4AA3D1000452;CA4AA3D1;SPAIN;C;AS-SX;460C13G;4X2;1;TRATTOR;1;3800;P;1;SX;12TX 2010 TO;18-20T;NO ADD;SR;DIS-DIS;AG4T;;1;;;;;
12801483;ECU_COMPONENT_TEST;15/05/2020 7:12;OK;1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMM62AWZ0C430860;V11758438;AA9AA4D1000159;5802713010;S-WAY DIESEL;MADRID - ATS SENSOR TEST;EOL-3051;Madrid;7;;;;11758438;AA9AA4D1000159;AA9AA4D1;SPAIN;A;AS-SX;570 C13;4X2;1;TRATTOR;1;3800;P;1;SX;12TX 2620 TD;18-20T;NO ADD;SR;DIS-DIS;AF4T;;;;;;;1
12801487;ECU_COMPONENT_TEST;15/05/2020 7:37;NOK (20);1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMMG2ATZ0C430945;V11750746;CA4AA3D1000452;5802713014;S-WAY NP;MADRID - ATS SENSOR TEST;EOL-3031;Madrid;6;;;;11750746;CA4AA3D1000452;CA4AA3D1;SPAIN;C;AS-SX;460C13G;4X2;1;TRATTOR;1;3800;P;1;SX;12TX 2010 TO;18-20T;NO ADD;SR;DIS-DIS;AG4T;;;;;;1;
12801489;ECU_COMPONENT_TEST;15/05/2020 7:41;NOK (20);1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMMG2ATZ0C430945;V11750746;CA4AA3D1000452;5802713014;S-WAY NP;MADRID - ATS SENSOR TEST;EOL-3031;Madrid;5;;;;11750746;CA4AA3D1000452;CA4AA3D1;SPAIN;C;AS-SX;460C13G;4X2;1;TRATTOR;1;3800;P;1;SX;12TX 2010 TO;18-20T;NO ADD;SR;DIS-DIS;AG4T;;;;;1;;
12801565;ECU_COMPONENT_TEST;15/05/2020 7:32;OK;1 OK;471;MULTIPLEXER BCM_HIMUX CONTINENTAL;WJMM62AS80C430771;V11761276;QG5B24DB000013;5802109393;EVO DIESEL;MADRID - ATS SENSOR TEST;EOL-3033;Madrid;7;;;;11761276;QG5B24DB000013;QG5B24DB;UNITED KINGDOM;Q;AT-EV;420 C11;4X2;1;TRATTOR;1;3800;P;1;DX;TX-12M;18-20T;NO ADD;SR;DIS-DIS;B34T;;;;;;;1
12801627;ECU_COMPONENT_TEST;15/05/2020 8:03;NOK (20);1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMM62ATZ0C431130;V11763119;AA6AA4D1000392;5802713010;S-WAY DIESEL;MADRID - ATS SENSOR TEST;EOL-3034;Madrid;7;;;;11763119;AA6AA4D1000392;AA6AA4D1;HOLLAND;A;AS-SX;460 C11;4X2;1;TRATTOR;1;3800;P;1;SX;12TX 2210 TD;18-20T;NO ADD;SR;DIS-DIS;AF4T;;;;;;;1
12801652;ECU_COMPONENT_TEST;15/05/2020 8:07;NOK (20);1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMM62ATZ0C431130;V11763119;AA6AA4D1000392;5802713010;S-WAY DIESEL;MADRID - ATS SENSOR TEST;EOL-3034;Madrid;7;;;;11763119;AA6AA4D1000392;AA6AA4D1;HOLLAND;A;AS-SX;460 C11;4X2;1;TRATTOR;1;3800;P;1;SX;12TX 2210 TD;18-20T;NO ADD;SR;DIS-DIS;AF4T;;;;;;;1
12801697;ECU_COMPONENT_TEST;15/05/2020 8:06;NOK (20);1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMM62AUZ0C430865;V11758570;AA7BB4D1000058;5802713010;S-WAY DIESEL;MADRID - ATS SENSOR TEST;EOL-3031;Madrid;6;;;;11758570;AA7BB4D1000058;AA7BB4D1;GERMANY;A;AS-SX;480 C11;4X2;1;LOW TR;2;3800;FP;2;SX;12TX 2210 TD;18-20T;NO ADD;SR;DIS-DIS;AF4T;;;;;;1;
12801783;ECU_COMPONENT_TEST;15/05/2020 8:22;OK;1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMMG2ATZ0C430886;V11760050;CA4AA3D1000445;5802713014;S-WAY NP;MADRID - ATS SENSOR TEST;EOL-3051;Madrid;7;;;;11760050;CA4AA3D1000445;CA4AA3D1;GERMANY;C;AS-SX;460C13G;4X2;1;TRATTOR;1;3800;P;1;SX;12TX 2010 TO;18-20T;NO ADD;SR;DIS-DIS;AG4T;;;;;;;1
12801802;ECU_COMPONENT_TEST;15/05/2020 8:11;OK;1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMM62ATZ0C431130;V11763119;AA6AA4D1000392;5802713010;S-WAY DIESEL;MADRID - ATS SENSOR TEST;EOL-3034;Madrid;7;;;;11763119;AA6AA4D1000392;AA6AA4D1;HOLLAND;A;AS-SX;460 C11;4X2;1;TRATTOR;1;3800;P;1;SX;12TX 2210 TD;18-20T;NO ADD;SR;DIS-DIS;AF4T;;;;;;;1
12801812;ECU_COMPONENT_TEST;15/05/2020 8:01;OK;1 OK;471;MULTIPLEXER BCM_HIMUX CONTINENTAL;WJMM62ATX0C431025;V11762363;AGFA23C3002135;5802407254;EVO NP;MADRID - ATS SENSOR TEST;EOL-3033;Madrid;7;;;;11762363;AGFA23C3002135;AGFA23C3;FRANCE;A;AS-EV;460C13G;4X2;1;TRATTOR;1;3800;P;1;SX;TX-12M;18-20;NO ADD;SR;DIS-DIS;UM4T;;;;;;;1
12801836;ECU_COMPONENT_TEST;15/05/2020 8:18;NOK (20);1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMM62AUZ0C430865;V11758570;AA7BB4D1000058;5802713010;S-WAY DIESEL;MADRID - ATS SENSOR TEST;EOL-3031;Madrid;7;;;;11758570;AA7BB4D1000058;AA7BB4D1;GERMANY;A;AS-SX;480 C11;4X2;1;LOW TR;2;3800;FP;2;SX;12TX 2210 TD;18-20T;NO ADD;SR;DIS-DIS;AF4T;;;;;;;1
12801847;ECU_COMPONENT_TEST;15/05/2020 8:39;OK;1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMMG2ATZ0C430991;V11759516;CA4AA3D1000337;5802713014;S-WAY NP;MADRID - REVISIONE 410;EOL-4166;Madrid;7;;;;11759516;CA4AA3D1000337;CA4AA3D1;SPAIN;C;AS-SX;460C13G;4X2;1;TRATTOR;1;3800;P;1;SX;12TX 2010 TO;18-20T;NO ADD;SR;DIS-DIS;AG4T;;;;;;;1
12801851;ECU_COMPONENT_TEST;15/05/2020 8:39;NOK (20);1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMM62AUZ0C430865;V11758570;AA7BB4D1000058;5802713010;S-WAY DIESEL;MADRID - ATS SENSOR TEST;EOL-3031;Madrid;1;;;;11758570;AA7BB4D1000058;AA7BB4D1;GERMANY;A;AS-SX;480 C11;4X2;1;LOW TR;2;3800;FP;2;SX;12TX 2210 TD;18-20T;NO ADD;SR;DIS-DIS;AF4T;;1;;;;;
12801900;ECU_COMPONENT_TEST;15/05/2020 8:40;NOK (20);1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMM62ATZ0C431130;V11763119;AA6AA4D1000392;5802713010;S-WAY DIESEL;MADRID - ATS SENSOR TEST;EOL-3034;Madrid;2;;;;11763119;AA6AA4D1000392;AA6AA4D1;HOLLAND;A;AS-SX;460 C11;4X2;1;TRATTOR;1;3800;P;1;SX;12TX 2210 TD;18-20T;NO ADD;SR;DIS-DIS;AF4T;;;1;;;;
12801907;ECU_COMPONENT_TEST;15/05/2020 8:47;NOK (20);1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMMG2ATZ0C430944;V11750745;CA4AA3D1000452;5802713014;S-WAY NP;MADRID - ATS SENSOR TEST;EOL-3031;Madrid;6;;;;11750745;CA4AA3D1000452;CA4AA3D1;SPAIN;C;AS-SX;460C13G;4X2;1;TRATTOR;1;3800;P;1;SX;12TX 2010 TO;18-20T;NO ADD;SR;DIS-DIS;AG4T;;;;;;1;
12801912;ECU_COMPONENT_TEST;15/05/2020 8:54;NOK (20);1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMMG2ATZ0C430944;V11750745;CA4AA3D1000452;5802713014;S-WAY NP;MADRID - ATS SENSOR TEST;EOL-3031;Madrid;6;;;;11750745;CA4AA3D1000452;CA4AA3D1;SPAIN;C;AS-SX;460C13G;4X2;1;TRATTOR;1;3800;P;1;SX;12TX 2010 TO;18-20T;NO ADD;SR;DIS-DIS;AG4T;;;;;;1;
12801974;ECU_COMPONENT_TEST;15/05/2020 8:39;OK;1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMM62AUZ0C430866;V11758572;AA7BB4D1000058;5802713010;S-WAY DIESEL;MADRID - ATS SENSOR TEST;EOL-3033;Madrid;7;;;;11758572;AA7BB4D1000058;AA7BB4D1;GERMANY;A;AS-SX;480 C11;4X2;1;LOW TR;2;3800;FP;2;SX;12TX 2210 TD;18-20T;NO ADD;SR;DIS-DIS;AF4T;;;;;;;1
12802063;ECU_COMPONENT_TEST;15/05/2020 8:51;NOK (20);1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMM62AUZ0C430980;V11758577;AA7BB4D1000058;5802713010;S-WAY DIESEL;MADRID - ATS SENSOR TEST;EOL-3034;Madrid;2;;;;11758577;AA7BB4D1000058;AA7BB4D1;GERMANY;A;AS-SX;480 C11;4X2;1;LOW TR;2;3800;FP;2;SX;12TX 2210 TD;18-20T;NO ADD;SR;DIS-DIS;AF4T;;;1;;;;
12802072;ECU_COMPONENT_TEST;15/05/2020 8:52;OK;1 OK;471;MULTIPLEXER BCM_HIMUX CONTINENTAL;WJME62RT50C430647;V11759431;QT6A12C1000008;5802297246;EVO X-WAY;MADRID - ATS SENSOR TEST;EOL-3051;Madrid;7;;;;11759431;QT6A12C1000008;QT6A12C1;GERMANY;Q;AD-EV;460 C11;6X4;4;CABINAT;3;3500;MEC;3;SX;12TX 2210 TD;26;NO ADD;SR-TL;DIS-DIS;B364;;;;;;;1
12802174;ECU_COMPONENT_TEST;15/05/2020 9:23;NOK (20);1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMM62AVZ0C430975;V11758449;AA8AA4D1000654;5802713010;S-WAY DIESEL;MADRID - ATS SENSOR TEST;EOL-3031;Madrid;6;;;;11758449;AA8AA4D1000654;AA8AA4D1;BELGIUM;A;AS-SX;510 C13;4X2;1;TRATTOR;1;3800;P;1;SX;12TX 2420 TD;18-20T;NO ADD;SR;DIS-DIS;AF4T;;;;;;1;
12802228;ECU_COMPONENT_TEST;15/05/2020 9:23;NOK (20);1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMM62AUZ0C430980;V11758577;AA7BB4D1000058;5802713010;S-WAY DIESEL;MADRID - ATS SENSOR TEST;EOL-3034;Madrid;2;;;;11758577;AA7BB4D1000058;AA7BB4D1;GERMANY;A;AS-SX;480 C11;4X2;1;LOW TR;2;3800;FP;2;SX;12TX 2210 TD;18-20T;NO ADD;SR;DIS-DIS;AF4T;;;1;;;;
12802301;ECU_COMPONENT_TEST;15/05/2020 9:09;OK;1 OK;471;MULTIPLEXER BCM_HIMUX CONTINENTAL;WJME62RP60C430241;V11751721;QE3E18D1000057;5802109393;EVO DIESEL;MADRID - ATS SENSOR TEST;EOL-3033;Madrid;7;;;;11751721;QE3E18D1000057;QE3E18D1;SPAIN;Q;AD-EV;360 C9;6X2P;2;CABINAT;3;4800;P;1;SX;TX-12M;26;STER;SR;DIS-DIS;B26Y;;;;;;;1
12802521;ECU_COMPONENT_TEST;15/05/2020 9:32;OK;1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMM62AVZ0C430975;V11758449;AA8AA4D1000654;5802713010;S-WAY DIESEL;MADRID - ATS SENSOR TEST;EOL-3031;Madrid;7;;;;11758449;AA8AA4D1000654;AA8AA4D1;BELGIUM;A;AS-SX;510 C13;4X2;1;TRATTOR;1;3800;P;1;SX;12TX 2420 TD;18-20T;NO ADD;SR;DIS-DIS;AF4T;;;;;;;1
12802557;ECU_COMPONENT_TEST;15/05/2020 9:32;OK;1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMM62AUZ0C430936;V11749888;AA7AA4D1000502;5802713010;S-WAY DIESEL;MADRID - ATS SENSOR TEST;EOL-3034;Madrid;7;;;;11749888;AA7AA4D1000502;AA7AA4D1;CZECH REPUBLIC;A;AS-SX;480 C11;4X2;1;TRATTOR;1;3800;P;1;SX;12TX 2210 TD;18-20T;NO ADD;SR;DIS-DIS;AF4T;;;;;;;1
12802758;ECU_COMPONENT_TEST;15/05/2020 9:25;OK;1 OK;471;MULTIPLEXER BCM_HIMUX CONTINENTAL;WJME62RR40C430434;V11731404;QE4FDWD1000003;5802109393;EVO DIESEL;MADRID - ATS SENSOR TEST;EOL-3051;Madrid;7;;;;11731404;QE4FDWD1000003;QE4FDWD1;ITALY;Q;AD-EV;400 C9;6X2P;2;DISTRIB;7;5700;FP;2;SX;12TX 1810 TD;26;STER;SR;DIS-DIS;B26Y;;;;;;;1
12803001;ECU_COMPONENT_TEST;15/05/2020 10:25;OK;1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMM62ATZ0C431127;V11762563;AA6AA3D1000053;5802713010;S-WAY DIESEL;MADRID - ATS SENSOR TEST;EOL-3033;Madrid;7;;;;11762563;AA6AA3D1000053;AA6AA3D1;FRANCE;A;AS-SX;460 C11;4X2;1;TRATTOR;1;3650;P;1;SX;12TX 2210 TD;18-20T;NO ADD;SR;DIS-DIS;AF4T;;;;;;;1
12803030;ECU_COMPONENT_TEST;15/05/2020 10:49;OK;1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMMG2ATZ0C430945;V11750746;CA4AA3D1000452;5802713014;S-WAY NP;MADRID - REVISIONE 410;EOL-4166;Madrid;7;;;;11750746;CA4AA3D1000452;CA4AA3D1;SPAIN;C;AS-SX;460C13G;4X2;1;TRATTOR;1;3800;P;1;SX;12TX 2010 TO;18-20T;NO ADD;SR;DIS-DIS;AG4T;;;;;;;1
12803040;ECU_COMPONENT_TEST;15/05/2020 10:30;OK;1 OK;471;MULTIPLEXER BCM_HIMUX CONTINENTAL;WJME62RNX0C430452;V11738851;QE2E16D1000043;5802109393;EVO DIESEL;MADRID - ATS SENSOR TEST;EOL-3051;Madrid;7;;;;11738851;QE2E16D1000043;QE2E16D1;ITALY;Q;AD-EV;330 C9;6X2P;2;CABINAT;3;4200;P;1;SX;TX-12M;26;STER;SR;DIS-DIS;B26Y;;;;;;;1
12803043;ECU_COMPONENT_TEST;15/05/2020 10:44;OK;1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMM62ATZ0C431111;V11761739;AA6AA4D1000388;5802713010;S-WAY DIESEL;MADRID - ATS SENSOR TEST;EOL-3031;Madrid;7;;;;11761739;AA6AA4D1000388;AA6AA4D1;SPAIN;A;AS-SX;460 C11;4X2;1;TRATTOR;1;3800;P;1;SX;12TX 2210 TD;18-20T;NO ADD;SR;DIS-DIS;AF4T;;;;;;;1
12803046;ECU_COMPONENT_TEST;15/05/2020 10:56;NOK (20);1 OK;471;MULTIPLEXER BCM_HIMUX CONTINENTAL;WJME62RN20C430364;V11752310;QE2E16B1000061;5802109393;EVO DIESEL;MADRID - ATS SENSOR TEST;EOL-3051;Madrid;1;;;;11752310;QE2E16B1000061;QE2E16B1;ITALY;Q;AD-EV;330 C9;6X2P;2;CABINAT;3;4200;P;1;SX;16M;26;STER;SR;DIS-DIS;B26Y;;1;;;;;
12803115;ECU_COMPONENT_TEST;15/05/2020 10:37;OK;1 OK;471;MULTIPLEXER BCM_HIMUX CONTINENTAL;WJME62RN00C430363;V11752309;QE2E16B1000061;5802109393;EVO DIESEL;MADRID - ATS SENSOR TEST;EOL-3034;Madrid;7;;;;11752309;QE2E16B1000061;QE2E16B1;ITALY;Q;AD-EV;330 C9;6X2P;2;CABINAT;3;4200;P;1;SX;16M;26;STER;SR;DIS-DIS;B26Y;;;;;;;1
12803141;ECU_COMPONENT_TEST;15/05/2020 11:08;NOK (20);1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMMG2ATZ0C430954;V11756387;CA4AA3D1000373;5802713014;S-WAY NP;MADRID - ATS SENSOR TEST;EOL-3034;Madrid;1;;;;11756387;CA4AA3D1000373;CA4AA3D1;FRANCE;C;AS-SX;460C13G;4X2;1;TRATTOR;1;3800;P;1;SX;12TX 2010 TO;18-20T;NO ADD;SR;DIS-DIS;AG4T;;1;;;;;
12803146;ECU_COMPONENT_TEST;15/05/2020 11:09;NOK (20);1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMMG2ATZ0C430954;V11756387;CA4AA3D1000373;5802713014;S-WAY NP;MADRID - ATS SENSOR TEST;EOL-3034;Madrid;1;;;;11756387;CA4AA3D1000373;CA4AA3D1;FRANCE;C;AS-SX;460C13G;4X2;1;TRATTOR;1;3800;P;1;SX;12TX 2010 TO;18-20T;NO ADD;SR;DIS-DIS;AG4T;;1;;;;;
12803153;ECU_COMPONENT_TEST;15/05/2020 11:10;NOK (20);1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMMG2ATZ0C430954;V11756387;CA4AA3D1000373;5802713014;S-WAY NP;MADRID - ATS SENSOR TEST;EOL-3034;Madrid;1;;;;11756387;CA4AA3D1000373;CA4AA3D1;FRANCE;C;AS-SX;460C13G;4X2;1;TRATTOR;1;3800;P;1;SX;12TX 2010 TO;18-20T;NO ADD;SR;DIS-DIS;AG4T;;1;;;;;
12803173;ECU_COMPONENT_TEST;15/05/2020 11:06;OK;1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMMG2ATZ0C430937;V11750460;CA4AA3D1000416;5802713014;S-WAY NP;MADRID - ATS SENSOR TEST;EOL-3033;Madrid;7;;;;11750460;CA4AA3D1000416;CA4AA3D1;ITALY;C;AS-SX;460C13G;4X2;1;TRATTOR;1;3800;P;1;SX;12TX 2010 TO;18-20T;NO ADD;SR;DIS-DIS;AG4T;;;;;;;1
12803217;ECU_COMPONENT_TEST;15/05/2020 11:12;OK;1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMMG2ATZ0C430954;V11756387;CA4AA3D1000373;5802713014;S-WAY NP;MADRID - ATS SENSOR TEST;EOL-3034;Madrid;7;;;;11756387;CA4AA3D1000373;CA4AA3D1;FRANCE;C;AS-SX;460C13G;4X2;1;TRATTOR;1;3800;P;1;SX;12TX 2010 TO;18-20T;NO ADD;SR;DIS-DIS;AG4T;;;;;;;1
12803375;ECU_COMPONENT_TEST;15/05/2020 10:57;OK;1 OK;471;MULTIPLEXER BCM_HIMUX CONTINENTAL;WJME62RN20C430364;V11752310;QE2E16B1000061;5802109393;EVO DIESEL;MADRID - ATS SENSOR TEST;EOL-3051;Madrid;7;;;;11752310;QE2E16B1000061;QE2E16B1;ITALY;Q;AD-EV;330 C9;6X2P;2;CABINAT;3;4200;P;1;SX;16M;26;STER;SR;DIS-DIS;B26Y;;;;;;;1
12803577;ECU_COMPONENT_TEST;15/05/2020 11:34;OK;1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMM62AVZ0C430947;V11751724;AA8AA3D1000110;5802713010;S-WAY DIESEL;MADRID - ATS SENSOR TEST;EOL-3051;Madrid;7;;;;11751724;AA8AA3D1000110;AA8AA3D1;TURKEY;A;AS-SX;510 C13;4X2;1;TRATTOR;1;3650;P;1;SX;12TX 2420 TD;18-20T;NO ADD;SR;DIS-DIS;AF4T;;;;;;;1
12803828;ECU_COMPONENT_TEST;15/05/2020 12:12;NOK (20);1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMMG2ATZ0C430668;V11735016;CA4AA3D1000310;5802713014;S-WAY NP;MADRID - ATS SENSOR TEST;EOL-3034;Madrid;2;;;;11735016;CA4AA3D1000310;CA4AA3D1;ITALY;C;AS-SX;460C13G;4X2;1;TRATTOR;1;3800;P;1;SX;12TX 2010 TO;18-20T;NO ADD;SR;DIS-DIS;AG4T;;;1;;;;
12803832;ECU_COMPONENT_TEST;15/05/2020 11:29;OK;1 OK;471;MULTIPLEXER BCM_HIMUX CONTINENTAL;WJME62RU30C431093;V11760419;GC7E15C1000041;5802297246;EVO X-WAY;MADRID - ATS SENSOR TEST;EOL-3031;Madrid;7;;;;11760419;GC7E15C1000041;GC7E15C1;ITALY;G;AD-EV;480 C11;6X2P;2;CABINAT;3;4500;P;1;SX;TX-12M;26;STER;SR;DIS-DIS;D36Y;;;;;;;1
12803860;ECU_COMPONENT_TEST;15/05/2020 12:20;OK;1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMMG2ATZ0C430668;V11735016;CA4AA3D1000310;5802713014;S-WAY NP;MADRID - ATS SENSOR TEST;EOL-3034;Madrid;7;;;;11735016;CA4AA3D1000310;CA4AA3D1;ITALY;C;AS-SX;460C13G;4X2;1;TRATTOR;1;3800;P;1;SX;12TX 2010 TO;18-20T;NO ADD;SR;DIS-DIS;AG4T;;;;;;;1
12803883;ECU_COMPONENT_TEST;15/05/2020 11:34;OK;1 OK;471;MULTIPLEXER BCM_HIMUX CONTINENTAL;WJMM62AS00C431011;V11761279;QG5B24DB000013;5802109393;EVO DIESEL;MADRID - ATS SENSOR TEST;EOL-3033;Madrid;7;;;;11761279;QG5B24DB000013;QG5B24DB;UNITED KINGDOM;Q;AT-EV;420 C11;4X2;1;TRATTOR;1;3800;P;1;DX;TX-12M;18-20T;NO ADD;SR;DIS-DIS;B34T;;;;;;;1
12803929;ECU_COMPONENT_TEST;15/05/2020 12:29;NOK (20);1 OK;510;MULTIPLEXER BCM_IMMO_HIMUX CONTINENTAL;WJMM62ATZ0C431143;V11763998;AA6AA4D1000323;5802713010;S-WAY DIESEL;MADRID - ATS SENSOR TEST;EOL-3033;Madrid;1;;;;11763998;AA6AA4D1000323;AA6AA4D1;ITALY;A;AS-SX;460 C11;4X2;1;TRATTOR;1;3800;P;1;SX;12TX 2210 TD;18-20T;NO ADD;SR;DIS-DIS;AF4T;;1;;;;;
